timestamp,ask_1_price,ask_1_size,bid_1_price,bid_1_size,ask_2_price,ask_2_size,bid_2_price,bid_2_size,ask_3_price,ask_3_size,bid_3_price,bid_3_size,ask_4_price,ask_4_size,bid_4_price,bid_4_size,ask_5_price,ask_5_size,bid_5_price,bid_5_size
1740787800000,147.37,58.773,147.36,245.182,147.38,36.741,147.35,74.804,147.39,129.59,147.34,209.789,147.4,102.724,147.33,174.835,147.41,293.325,147.32,207.015
1740787860000,147.45,121.38,147.44,228.914,147.46,102.88,147.43,133.914,147.47,128.647,147.42,156.853,147.48,44.133,147.41,317.202,147.49,125.444,147.4,345.798
1740787920000,147.19,226.305,147.18,100.643,147.2,48.378,147.17,72.335,147.21,186.698,147.16,69.761,147.22,326.18,147.15,93.796,147.23,159.128,147.14,174.52
1740787980000,147.24,108.774,147.23,365.323,147.25,41.145,147.22,101.376,147.26,99.365,147.21,77.219,147.27,167.997,147.2,200.601,147.28,224.666,147.19,85.132
1740788040000,147.38,60.961,147.37,170.88,147.39,113.188,147.36,32.237,147.4,188.169,147.35,151.715,147.41,139.192,147.34,80.969,147.42,90.176,147.33,203.956
1740788100000,147.4,113.279,147.39,347.473,147.41,26.253,147.38,31.305,147.42,71.884,147.37,55.073,147.43,175.51,147.36,109.928,147.44,191.781,147.35,443.413
1740788160000,146.95,5.715,146.94,132.689,146.96,32.696,146.93,186.483,146.97,101.237,146.92,123.82,146.98,168.074,146.91,331.371,146.99,120.492,146.9,138.233
1740788220000,146.92,37.4,146.91,163.476,146.93,33.746,146.9,245.036,146.94,18.647,146.89,226.739,146.95,112.447,146.88,28.503,146.96,86.976,146.87,276.967
1740788280000,146.72,11.399,146.71,110.457,146.73,23.393,146.7,3.22,146.74,35.276,146.69,47.38,146.75,126.391,146.68,183.771,146.76,221.312,146.67,238.714
1740788340000,146.84,107.812,146.83,257.634,146.85,167.771,146.82,61.34,146.86,131.971,146.81,99.84,146.87,100.854,146.8,184.081,146.88,312.935,146.79,163.688
1740788400000,146.73,113.793,146.72,377.076,146.74,70.441,146.71,121.176,146.75,200.632,146.7,176.9,146.76,97.079,146.69,90.177,146.77,147.991,146.68,185.968
1740788460000,147.09,121.381,147.08,217.34,147.1,62.672,147.07,25.157,147.11,114.257,147.06,35.097,147.12,152.407,147.05,97.779,147.13,146.916,147.04,300.623
1740788520000,146.96,242.252,146.95,106.802,146.97,52.632,146.94,78.607,146.98,76.713,146.93,258.244,146.99,253.319,146.92,177.154,147.0,236.502,146.91,166.948
1740788580000,147.28,109.639,147.27,181.075,147.29,142.929,147.26,151.865,147.3,161.37,147.25,287.068,147.31,260.291,147.24,175.26,147.32,256.61,147.23,101.062
1740788640000,147.39,179.399,147.38,47.073,147.4,240.595,147.37,74.362,147.41,163.346,147.36,174.812,147.42,177.709,147.35,113.735,147.43,117.414,147.34,298.727
1740788700000,147.51,313.465,147.5,3.481,147.52,273.642,147.49,111.884,147.53,171.963,147.48,128.986,147.54,91.923,147.47,177.947,147.55,121.702,147.46,276.4
1740788760000,147.4,225.34,147.39,77.445,147.41,87.168,147.38,183.048,147.42,60.742,147.37,242.121,147.43,166.559,147.36,582.674,147.44,254.223,147.35,1978.577
1740788820000,147.37,5.354,147.36,435.471,147.38,0.441,147.35,150.368,147.39,74.465,147.34,215.122,147.4,121.088,147.33,365.42,147.41,185.805,147.32,149.923
1740788880000,147.36,42.389,147.35,101.66,147.37,143.444,147.34,172.242,147.38,34.7,147.33,51.218,147.39,145.455,147.32,93.938,147.4,205.331,147.31,208.847
1740788940000,147.36,114.26,147.35,739.044,147.37,10.816,147.34,200.983,147.38,66.212,147.33,161.578,147.39,233.45,147.32,239.784,147.4,258.798,147.31,161.59
1740789000000,147.26,362.255,147.25,73.166,147.27,159.909,147.24,64.538,147.28,39.62,147.23,129.333,147.29,119.773,147.22,430.528,147.3,109.057,147.21,476.369
1740789060000,147.19,156.771,147.18,247.14,147.2,174.556,147.17,147.164,147.21,200.615,147.16,50.833,147.22,134.414,147.15,204.185,147.23,102.548,147.14,238.87
1740789120000,147.33,128.656,147.32,161.238,147.34,144.045,147.31,73.67,147.35,209.832,147.3,52.027,147.36,52.957,147.29,83.776,147.37,165.298,147.28,403.556
1740789180000,147.33,147.388,147.32,121.414,147.34,66.073,147.31,82.304,147.35,69.183,147.3,140.815,147.36,206.889,147.29,148.779,147.37,361.59,147.28,313.564
1740789240000,147.19,98.577,147.18,288.647,147.2,122.268,147.17,129.955,147.21,105.29,147.16,172.459,147.22,129.037,147.15,243.264,147.23,163.17,147.14,172.855
1740789300000,147.29,182.175,147.28,100.446,147.3,241.157,147.27,10.818,147.31,118.354,147.26,3.532,147.32,88.43,147.25,51.333,147.33,204.233,147.24,237.878
1740789360000,147.07,153.942,147.06,45.148,147.08,51.908,147.05,22.818,147.09,132.393,147.04,64.223,147.1,266.544,147.03,51.813,147.11,79.84,147.02,93.058
1740789420000,146.97,122.13,146.96,124.797,146.98,107.159,146.95,93.496,146.99,179.678,146.94,195.602,147.0,228.993,146.93,107.91,147.01,192.307,146.92,130.607
1740789480000,147.11,284.235,147.1,151.488,147.12,68.775,147.09,127.182,147.13,51.393,147.08,294.022,147.14,122.29,147.07,188.902,147.15,184.589,147.06,195.17
1740789540000,147.0,425.275,146.99,3.677,147.01,109.44,146.98,0.271,147.02,134.684,146.97,52.286,147.03,39.97,146.96,201.755,147.04,46.017,146.95,264.468
1740789600000,146.87,242.181,146.86,95.133,146.88,225.781,146.85,106.338,146.89,73.36,146.84,110.084,146.9,44.229,146.83,69.28,146.91,87.39,146.82,240.58
1740789660000,146.87,85.803,146.86,90.42,146.88,97.759,146.85,103.786,146.89,202.15,146.84,283.688,146.9,170.752,146.83,178.497,146.91,110.542,146.82,416.001
1740789720000,146.47,16.911,146.46,321.222,146.48,3.056,146.45,88.748,146.49,196.611,146.44,93.402,146.5,133.229,146.43,240.848,146.51,127.805,146.42,247.207
1740789780000,146.53,287.866,146.52,11.136,146.54,315.718,146.51,0.236,146.55,117.563,146.5,13.846,146.56,80.283,146.49,52.213,146.57,238.287,146.48,394.665
1740789840000,146.56,349.846,146.55,30.248,146.57,262.734,146.54,168.118,146.58,263.696,146.53,90.809,146.59,147.219,146.52,187.792,146.6,56.064,146.51,248.183
1740789900000,146.62,88.11,146.61,119.637,146.63,117.295,146.6,29.463,146.64,301.24,146.59,87.094,146.65,107.405,146.58,266.566,146.66,169.053,146.57,191.939
1740789960000,146.58,35.452,146.57,276.661,146.59,7.06,146.56,141.691,146.6,102.999,146.55,236.034,146.61,173.412,146.54,217.51,146.62,169.656,146.53,179.525
1740790020000,146.51,616.702,146.5,78.748,146.52,320.691,146.49,9.3,146.53,108.929,146.48,31.477,146.54,60.921,146.47,151.75,146.55,74.469,146.46,157.842
1740790080000,146.27,350.242,146.26,3.99,146.28,165.265,146.25,0.377,146.29,181.051,146.24,3.07,146.3,190.245,146.23,58.606,146.31,310.914,146.22,77.009
1740790140000,146.21,271.193,146.2,121.537,146.22,180.588,146.19,63.831,146.23,102.166,146.18,169.05,146.24,169.212,146.17,58.068,146.25,281.412,146.16,178.243
1740790200000,146.14,131.406,146.13,238.677,146.15,45.435,146.12,33.706,146.16,76.859,146.11,94.917,146.17,122.265,146.1,240.997,146.18,196.937,146.09,250.186
1740790260000,145.88,210.094,145.87,153.493,145.89,156.62,145.86,43.54,145.9,258.544,145.85,15.368,145.91,98.973,145.84,82.818,145.92,215.065,145.83,330.879
1740790320000,145.91,166.349,145.9,7.335,145.92,11.131,145.89,0.858,145.93,168.996,145.88,151.432,145.94,193.199,145.87,222.615,145.95,220.158,145.86,228.512
1740790380000,145.78,146.682,145.77,343.102,145.79,76.43,145.76,79.095,145.8,229.233,145.75,328.058,145.81,282.555,145.74,132.899,145.82,226.079,145.73,305.903
1740790440000,145.84,113.755,145.83,149.052,145.85,52.092,145.82,172.573,145.86,169.428,145.81,321.638,145.87,309.617,145.8,300.998,145.88,290.156,145.79,198.06
1740790500000,145.98,108.588,145.97,518.006,145.99,8.916,145.96,137.35,146.0,102.674,145.95,271.222,146.01,351.781,145.94,360.857,146.02,259.333,145.93,223.479
1740790560000,146.11,59.042,146.1,108.599,146.12,29.921,146.09,195.345,146.13,56.528,146.08,155.013,146.14,132.686,146.07,186.828,146.15,399.42,146.06,139.18
1740790620000,145.88,613.414,145.87,375.274,145.89,208.75,145.86,0.444,145.9,215.996,145.85,14.281,145.91,295.194,145.84,63.951,145.92,251.805,145.83,137.25
1740790680000,145.98,616.129,145.97,12.475,145.99,341.761,145.96,1.481,146.0,408.668,145.95,5.853,146.01,286.505,145.94,69.826,146.02,91.446,145.93,244.524
1740790740000,145.95,271.964,145.94,3.745,145.96,80.728,145.93,3.114,145.97,247.139,145.92,73.563,145.98,216.699,145.91,145.126,145.99,135.867,145.9,99.27
1740790800000,145.95,661.95,145.94,1.032,145.96,254.403,145.93,0.374,145.97,117.988,145.92,42.663,145.98,213.518,145.91,149.634,145.99,206.487,145.9,179.181
1740790860000,145.77,313.588,145.76,15.147,145.78,176.237,145.75,6.436,145.79,129.275,145.74,8.529,145.8,145.909,145.73,24.945,145.81,280.895,145.72,152.994
1740790920000,146.1,265.839,146.09,190.484,146.11,83.648,146.08,48.614,146.12,83.282,146.07,170.553,146.13,100.938,146.06,332.604,146.14,113.352,146.05,641.325
1740790980000,145.95,42.679,145.94,139.404,145.96,64.395,145.93,23.424,145.97,209.015,145.92,108.19,145.98,226.295,145.91,205.446,145.99,150.565,145.9,304.34
1740791040000,146.28,102.643,146.27,633.51,146.29,1.309,146.26,243.065,146.3,41.044,146.25,136.803,146.31,556.158,146.24,214.643,146.32,370.842,146.23,316.66
1740791100000,146.38,83.16,146.37,308.533,146.39,132.508,146.36,52.755,146.4,114.298,146.35,119.199,146.41,263.475,146.34,116.02,146.42,247.473,146.33,360.259
1740791160000,146.38,281.059,146.37,122.411,146.39,436.464,146.36,143.577,146.4,212.017,146.35,179.224,146.41,198.219,146.34,122.501,146.42,205.878,146.33,387.172
1740791220000,146.32,69.082,146.31,111.437,146.33,58.624,146.3,137.659,146.34,136.408,146.29,183.709,146.35,124.016,146.28,109.304,146.36,314.712,146.27,285.798
1740791280000,146.3,138.408,146.29,177.726,146.31,150.951,146.28,91.742,146.32,74.376,146.27,158.553,146.33,159.467,146.26,236.237,146.34,331.359,146.25,304.281
1740791340000,146.58,64.063,146.57,501.701,146.59,172.59,146.56,254.65,146.6,94.14,146.55,67.534,146.61,218.737,146.54,96.524,146.62,130.893,146.53,352.248
1740791400000,146.71,473.905,146.7,1.391,146.72,131.564,146.69,5.696,146.73,159.864,146.68,226.521,146.74,69.116,146.67,91.079,146.75,187.775,146.66,227.203
1740791460000,146.94,6.438,146.93,571.188,146.95,23.485,146.92,184.135,146.96,145.681,146.91,112.11,146.97,237.969,146.9,254.577,146.98,170.821,146.89,189.738
1740791520000,146.93,135.077,146.92,579.632,146.94,0.444,146.91,260.597,146.95,57.448,146.9,124.414,146.96,199.194,146.89,160.837,146.97,194.241,146.88,223.647
1740791580000,146.87,326.375,146.86,3.94,146.88,414.014,146.85,105.501,146.89,228.18,146.84,365.099,146.9,58.365,146.83,311.085,146.91,45.153,146.82,481.855
1740791640000,146.97,109.14,146.96,245.515,146.98,105.637,146.95,71.094,146.99,272.532,146.94,70.104,147.0,610.633,146.93,50.378,147.01,777.648,146.92,164.588
1740791700000,147.21,447.518,147.2,34.45,147.22,273.235,147.19,35.582,147.23,65.119,147.18,65.695,147.24,97.89,147.17,137.317,147.25,146.733,147.16,334.103
1740791760000,147.05,182.244,147.04,106.253,147.06,57.424,147.03,109.574,147.07,91.743,147.02,42.275,147.08,173.031,147.01,140.195,147.09,377.001,147.0,350.384
1740791820000,147.3,194.349,147.29,4.863,147.31,97.012,147.28,41.231,147.32,274.48,147.27,138.13,147.33,126.837,147.26,124.758,147.34,306.824,147.25,236.4
1740791880000,147.31,121.914,147.3,374.427,147.32,48.1,147.29,174.079,147.33,146.351,147.28,180.287,147.34,164.352,147.27,275.469,147.35,392.635,147.26,261.966
1740791940000,147.64,191.988,147.63,259.385,147.65,46.137,147.62,19.637,147.66,122.418,147.61,39.234,147.67,390.055,147.6,236.808,147.68,509.257,147.59,481.141
1740792000000,147.67,73.313,147.66,139.682,147.68,85.576,147.65,94.359,147.69,286.515,147.64,284.734,147.7,282.414,147.63,255.292,147.71,171.266,147.62,248.335
1740792060000,147.51,459.292,147.5,25.708,147.52,113.595,147.49,41.727,147.53,192.303,147.48,547.995,147.54,171.122,147.47,159.19,147.55,267.733,147.46,187.285
1740792120000,147.49,71.343,147.48,377.095,147.5,91.208,147.47,118.88,147.51,297.581,147.46,130.82,147.52,117.118,147.45,22.634,147.53,169.216,147.44,115.373
1740792180000,147.63,440.952,147.62,81.386,147.64,135.187,147.61,69.885,147.65,186.586,147.6,207.518,147.66,148.294,147.59,247.613,147.67,242.62,147.58,518.594
1740792240000,147.88,70.457,147.87,380.267,147.89,155.772,147.86,75.849,147.9,150.101,147.85,204.471,147.91,150.989,147.84,56.699,147.92,250.11,147.83,117.578
1740792300000,147.6,188.162,147.59,36.267,147.61,146.798,147.58,289.052,147.62,183.975,147.57,40.819,147.63,119.43,147.56,96.278,147.64,125.855,147.55,260.691
1740792360000,147.53,332.165,147.52,37.608,147.54,135.909,147.51,25.133,147.55,338.643,147.5,103.733,147.56,124.157,147.49,360.598,147.57,218.788,147.48,599.195
1740792420000,147.46,139.08,147.45,84.649,147.47,176.54,147.44,118.905,147.48,206.165,147.43,167.783,147.49,335.504,147.42,100.183,147.5,329.728,147.41,257.566
1740792480000,147.55,186.974,147.54,126.132,147.56,35.979,147.53,98.004,147.57,83.079,147.52,131.741,147.58,165.049,147.51,190.556,147.59,350.87,147.5,368.82
1740792540000,147.67,102.01,147.66,149.239,147.68,60.139,147.65,36.608,147.69,87.1,147.64,52.813,147.7,31.235,147.63,254.331,147.71,125.845,147.62,348.197
1740792600000,147.46,120.045,147.45,232.719,147.47,195.472,147.44,251.392,147.48,214.25,147.43,128.259,147.49,211.586,147.42,101.157,147.5,355.983,147.41,111.202
1740792660000,147.39,329.543,147.38,63.719,147.4,313.106,147.37,166.07,147.41,147.013,147.36,157.863,147.42,162.241,147.35,213.446,147.43,154.976,147.34,146.503
1740792720000,147.24,457.483,147.23,90.929,147.25,302.055,147.22,18.763,147.26,202.84,147.21,114.815,147.27,260.715,147.2,115.106,147.28,199.519,147.19,376.355
1740792780000,147.28,173.041,147.27,232.355,147.29,185.749,147.26,131.948,147.3,132.531,147.25,161.605,147.31,304.108,147.24,210.821,147.32,438.608,147.23,127.692
1740792840000,147.42,110.609,147.41,293.572,147.43,56.929,147.4,105.6,147.44,174.484,147.39,325.689,147.45,160.032,147.38,206.687,147.46,133.801,147.37,286.758
1740792900000,147.33,131.939,147.32,87.283,147.34,170.036,147.31,15.295,147.35,59.988,147.3,313.574,147.36,115.541,147.29,941.549,147.37,367.929,147.28,129.555
1740792960000,147.46,296.807,147.45,21.065,147.47,132.382,147.44,54.502,147.48,391.889,147.43,107.185,147.49,170.698,147.42,224.924,147.5,173.932,147.41,225.036
1740793020000,147.27,48.183,147.26,578.87,147.28,3.153,147.25,161.325,147.29,256.887,147.24,138.295,147.3,66.893,147.23,237.428,147.31,247.203,147.22,205.42
1740793080000,147.29,105.477,147.28,198.463,147.3,153.866,147.27,49.988,147.31,78.4,147.26,165.588,147.32,157.449,147.25,114.812,147.33,245.332,147.24,189.014
1740793140000,147.26,77.432,147.25,607.875,147.27,6.127,147.24,71.85,147.28,33.23,147.23,116.217,147.29,26.383,147.22,366.236,147.3,234.741,147.21,361.149
1740793200000,147.32,259.862,147.31,76.36,147.33,77.979,147.3,21.355,147.34,213.591,147.29,111.887,147.35,319.52,147.28,209.346,147.36,198.38,147.27,199.838
1740793260000,147.76,73.885,147.75,136.554,147.77,11.051,147.74,133.439,147.78,109.701,147.73,131.383,147.79,66.403,147.72,368.412,147.8,170.793,147.71,300.28
1740793320000,148.42,270.69,148.41,45.806,148.43,176.238,148.4,115.648,148.44,166.655,148.39,400.49,148.45,120.771,148.38,391.03,148.46,49.904,148.37,182.131
1740793380000,148.24,62.118,148.23,201.862,148.25,30.71,148.22,156.505,148.26,179.795,148.21,223.29,148.27,107.316,148.2,102.086,148.28,154.492,148.19,146.066
1740793440000,148.49,163.218,148.48,138.554,148.5,306.77,148.47,211.635,148.51,87.398,148.46,184.872,148.52,191.807,148.45,78.76,148.53,187.2,148.44,178.087
1740793500000,148.45,333.418,148.44,360.509,148.46,6.337,148.43,73.954,148.47,47.294,148.42,113.619,148.48,67.903,148.41,278.143,148.49,227.142,148.4,226.406
1740793560000,149.29,209.444,149.28,87.629,149.3,122.843,149.27,54.54,149.31,65.672,149.26,72.166,149.32,74.003,149.25,199.047,149.33,207.942,149.24,268.458
1740793620000,148.97,206.696,148.96,5.846,148.98,143.917,148.95,4.031,148.99,143.047,148.94,31.578,149.0,147.073,148.93,122.809,149.01,67.609,148.92,55.97
1740793680000,148.94,37.046,148.93,96.825,148.95,72.796,148.92,5.801,148.96,139.752,148.91,10.664,148.97,131.852,148.9,197.867,148.98,225.527,148.89,666.923
1740793740000,148.92,50.787,148.91,337.495,148.93,5.868,148.9,355.269,148.94,58.475,148.89,139.27,148.95,64.743,148.88,81.909,148.96,208.593,148.87,281.393
1740793800000,149.11,162.716,149.1,77.848,149.12,26.755,149.09,13.457,149.13,21.549,149.08,69.324,149.14,168.79,149.07,105.765,149.15,84.076,149.06,524.38
1740793860000,149.31,135.832,149.3,65.908,149.32,52.386,149.29,24.183,149.33,57.045,149.28,121.237,149.34,45.336,149.27,187.836,149.35,54.313,149.26,279.658
1740793920000,149.47,168.076,149.46,39.538,149.48,59.005,149.45,6.378,149.49,30.6,149.44,258.898,149.5,155.901,149.43,560.047,149.51,55.375,149.42,535.892
1740793980000,149.59,238.064,149.58,12.662,149.6,104.267,149.57,86.181,149.61,25.835,149.56,218.603,149.62,78.688,149.55,234.485,149.63,236.532,149.54,162.161
1740794040000,149.75,70.437,149.74,84.816,149.76,158.462,149.73,22.787,149.77,629.162,149.72,71.364,149.78,203.56,149.71,101.045,149.79,56.535,149.7,256.938
1740794100000,149.69,2.172,149.68,113.851,149.7,98.154,149.67,167.642,149.71,14.562,149.66,404.874,149.72,43.95,149.65,194.4,149.73,59.353,149.64,240.918
1740794160000,150.88,80.746,150.87,66.82,150.89,53.403,150.86,19.712,150.9,241.385,150.85,123.054,150.91,15.407,150.84,16.972,150.92,111.339,150.83,94.809
1740794220000,150.61,40.693,150.6,244.182,150.62,2.986,150.59,58.261,150.63,32.537,150.58,122.552,150.64,49.151,150.57,125.749,150.65,29.579,150.56,250.899
1740794280000,150.55,53.912,150.54,95.326,150.56,9.188,150.53,36.197,150.57,63.451,150.52,114.12,150.58,32.848,150.51,157.024,150.59,33.984,150.5,95.12
1740794340000,150.24,193.101,150.23,44.194,150.25,164.324,150.22,6.946,150.26,33.46,150.21,5.703,150.27,92.351,150.2,4.738,150.28,197.258,150.19,200.298
1740794400000,149.83,450.383,149.82,35.278,149.84,93.007,149.81,7.571,149.85,156.263,149.8,38.268,149.86,133.025,149.79,42.125,149.87,85.542,149.78,203.169
1740794460000,149.11,43.645,149.1,132.259,149.12,38.404,149.09,121.602,149.13,158.477,149.08,94.031,149.14,321.615,149.07,176.958,149.15,143.631,149.06,298.496
1740794520000,149.24,143.857,149.23,37.085,149.25,61.619,149.22,5.114,149.26,82.738,149.21,50.622,149.27,175.052,149.2,207.513,149.28,28.739,149.19,316.434
1740794580000,149.37,290.942,149.36,103.948,149.38,40.944,149.35,199.894,149.39,84.113,149.34,37.558,149.4,153.809,149.33,193.982,149.41,97.506,149.32,272.265
1740794640000,149.06,248.419,149.05,66.246,149.07,247.602,149.04,9.067,149.08,40.969,149.03,124.934,149.09,104.526,149.02,124.188,149.1,230.831,149.01,343.13
1740794700000,149.03,141.914,149.02,258.25,149.04,123.976,149.01,68.365,149.05,44.544,149.0,165.554,149.06,67.332,148.99,267.365,149.07,258.975,148.98,139.135
1740794760000,149.03,135.347,149.02,101.805,149.04,5.02,149.01,127.419,149.05,81.493,149.0,466.845,149.06,298.492,148.99,145.366,149.07,201.627,148.98,178.935
1740794820000,149.04,35.303,149.03,92.457,149.05,248.15,149.02,57.297,149.06,108.521,149.01,168.558,149.07,190.993,149.0,282.763,149.08,415.974,148.99,406.804
1740794880000,148.88,4.234,148.87,143.897,148.89,38.16,148.86,126.734,148.9,150.51,148.85,113.245,148.91,197.337,148.84,134.802,148.92,221.878,148.83,120.179
1740794940000,149.13,1.058,149.12,599.144,149.14,0.339,149.11,113.552,149.15,8.332,149.1,248.096,149.16,140.686,149.09,340.201,149.17,134.509,149.08,203.269
1740795000000,149.47,144.639,149.46,68.753,149.48,109.496,149.45,11.497,149.49,334.18,149.44,55.748,149.5,284.808,149.43,269.6,149.51,347.778,149.42,181.366
1740795060000,149.36,5.585,149.35,106.842,149.37,7.071,149.34,116.399,149.38,126.904,149.33,337.311,149.39,417.59,149.32,87.531,149.4,183.521,149.31,235.499
1740795120000,149.65,170.141,149.64,0.303,149.66,44.046,149.63,0.231,149.67,197.804,149.62,16.364,149.68,285.201,149.61,84.826,149.69,135.266,149.6,261.741
1740795180000,149.65,155.315,149.64,5.437,149.66,118.245,149.63,6.575,149.67,493.772,149.62,41.513,149.68,112.383,149.61,167.4,149.69,187.141,149.6,181.762
1740795240000,149.58,558.495,149.57,10.612,149.59,168.154,149.56,14.083,149.6,154.406,149.55,152.532,149.61,64.326,149.54,197.673,149.62,136.691,149.53,90.074
1740795300000,149.43,0.458,149.42,193.817,149.44,31.85,149.41,132.406,149.45,37.343,149.4,162.915,149.46,129.316,149.39,49.692,149.47,154.991,149.38,99.642
1740795360000,148.98,495.818,148.97,66.412,148.99,204.626,148.96,13.025,149.0,185.065,148.95,48.235,149.01,204.078,148.94,154.209,149.02,267.552,148.93,231.003
1740795420000,148.78,172.16,148.77,72.063,148.79,90.382,148.76,63.355,148.8,170.273,148.75,251.742,148.81,87.649,148.74,136.682,148.82,182.09,148.73,174.859
1740795480000,148.99,115.558,148.98,83.377,149.0,132.853,148.97,18.699,149.01,41.904,148.96,134.784,149.02,113.186,148.95,397.255,149.03,327.047,148.94,149.228
1740795540000,149.52,175.913,149.51,77.117,149.53,128.47,149.5,249.445,149.54,16.846,149.49,303.994,149.55,64.841,149.48,102.468,149.56,60.223,149.47,243.346
1740795600000,150.02,91.112,150.01,0.216,150.03,41.284,150.0,0.381,150.04,137.304,149.99,234.81,150.05,15.729,149.98,121.148,150.06,20.32,149.97,166.198
1740795660000,150.14,123.571,150.13,119.248,150.15,160.704,150.12,82.605,150.16,64.041,150.11,289.821,150.17,15.947,150.1,191.872,150.18,38.128,150.09,222.384
1740795720000,150.19,126.293,150.18,339.396,150.2,148.912,150.17,197.855,150.21,96.084,150.16,220.727,150.22,97.679,150.15,107.734,150.23,235.2,150.14,143.347
1740795780000,149.64,244.238,149.63,15.165,149.65,113.564,149.62,43.534,149.66,138.091,149.61,76.95,149.67,193.307,149.6,437.581,149.68,66.672,149.59,393.114
1740795840000,149.43,327.997,149.42,4.491,149.44,44.913,149.41,163.455,149.45,54.699,149.4,96.831,149.46,44.11,149.39,93.681,149.47,78.616,149.38,194.709
1740795900000,149.44,61.632,149.43,394.934,149.45,0.246,149.42,97.086,149.46,14.966,149.41,143.262,149.47,127.996,149.4,139.628,149.48,234.234,149.39,362.7
1740795960000,149.36,5.551,149.35,582.533,149.37,5.303,149.34,233.364,149.38,6.327,149.33,134.912,149.39,45.309,149.32,269.38,149.4,120.831,149.31,296.451
1740796020000,149.52,131.027,149.51,91.022,149.53,88.55,149.5,13.939,149.54,54.29,149.49,43.62,149.55,148.43,149.48,200.551,149.56,162.021,149.47,431.26
1740796080000,149.17,13.84,149.16,411.251,149.18,21.36,149.15,86.581,149.19,47.395,149.14,6.644,149.2,100.234,149.13,56.549,149.21,106.439,149.12,302.783
1740796140000,149.38,69.289,149.37,495.827,149.39,37.114,149.36,241.834,149.4,142.333,149.35,147.484,149.41,75.931,149.34,126.43,149.42,89.979,149.33,116.811
1740796200000,149.19,230.337,149.18,105.72,149.2,45.155,149.17,22.281,149.21,83.771,149.16,120.125,149.22,182.719,149.15,283.971,149.23,410.213,149.14,305.597
1740796260000,149.34,295.525,149.33,0.333,149.35,124.738,149.32,196.136,149.36,155.842,149.31,50.903,149.37,35.728,149.3,220.94,149.38,46.717,149.29,492.744
1740796320000,149.11,79.305,149.1,63.519,149.12,9.74,149.09,54.123,149.13,49.53,149.08,140.678,149.14,131.702,149.07,141.846,149.15,224.472,149.06,333.924
1740796380000,149.59,31.122,149.58,299.705,149.6,7.062,149.57,240.418,149.61,6.822,149.56,38.263,149.62,27.753,149.55,104.202,149.63,38.143,149.54,164.953
1740796440000,149.51,351.623,149.5,24.805,149.52,130.541,149.49,118.174,149.53,124.788,149.48,29.608,149.54,174.342,149.47,109.755,149.55,543.046,149.46,675.656
1740796500000,149.17,85.935,149.16,164.983,149.18,13.185,149.15,119.937,149.19,94.984,149.14,287.909,149.2,133.809,149.13,478.739,149.21,29.156,149.12,408.907
1740796560000,149.11,175.873,149.1,3.554,149.12,68.816,149.09,62.869,149.13,66.016,149.08,116.652,149.14,209.218,149.07,360.353,149.15,49.927,149.06,140.712
1740796620000,149.0,149.078,148.99,323.688,149.01,18.482,148.98,80.861,149.02,52.384,148.97,148.599,149.03,90.998,148.96,203.262,149.04,108.419,148.95,327.464
1740796680000,148.92,170.64,148.91,54.487,148.93,74.703,148.9,29.198,148.94,40.808,148.89,251.346,148.95,125.373,148.88,780.987,148.96,258.372,148.87,344.797
